날짜,조던1 하이 다크모카,조던1 하이 스모크그레이,조던1 하이 하이퍼로얄,조던1 미드 그레이포크,조던1 미드 스모크그레이,조던1 미드 울프그레이,조던1 미드 짐레드,조던1 로우 스타피쉬,조던1 로우 울프그레이,조던1 로우 트레비스 스캇,나이키 덩크하이 네이비,나이키 덩크하이 범고래,나이키 덩크하이 오렌지,나이키 덩크 로우 골든로드 ,나이키 덩크 로우 라이트본,나이키 덩크 로우 바시티그린,나이키 덩크 로우 범고래,나이키 덩크 로우 유니버시티블루,나이키 덩크로우 코스트,뉴발란스 992 그레이,뉴발란스 992 네이비,뉴발란스 992 블랙그레이,뉴발란스 992 화이트실버,뉴발란스 993 그레이,뉴발란스 993 네이비,뉴발란스 993 블랙
2021-08-22,0.0,0.0,0.0,0,3.06122,6.63265,2.65306,2.05831,3.08747,0.0,0.0,4.2735,0.45248,0.0,0.0,0.19005,5.43389,0.06911,5.43259,13.99046,3.33863,3.33863,0.39745,40.76782,4.20475,8.04387
2021-08-23,0.0,5.95238,0.0,0,3.97959,6.0204,2.04081,5.66037,3.259,0.0,0.0,4.17295,0.30165,0.0,0.0,0.16413,4.72549,0.06911,6.23742,16.53418,3.33863,4.84896,0.71542,41.49908,7.12979,8.59232
2021-08-24,0.0,0.0,0.0,0,3.46938,5.0,1.93877,7.89022,3.43053,0.0,0.0,3.01659,1.0558,0.0,0.0,0.13822,7.37333,0.0907,5.6338,15.89825,4.13354,4.21303,0.47694,47.89762,9.87202,9.50639
2021-08-25,0.0,0.0,0.0,0,2.85714,3.87755,2.95918,8.74785,1.88679,0.0,0.0,2.71493,0.45248,0.0,0.0,0.11662,6.06885,0.06911,5.83501,15.50079,3.89507,3.17965,0.63593,48.99451,4.02193,7.86106
2021-08-26,0.0,0.0,0.0,0,2.95918,4.79591,3.77551,20.06861,2.40137,0.0,0.40221,3.92156,0.70387,0.0,0.0,0.03887,5.6801,0.08638,7.64587,17.17011,4.13354,1.7488,0.0,39.48811,5.66727,12.24862
2021-08-27,0.0,8.33333,0.0,0,2.44897,5.0,2.65306,14.75128,1.71526,0.0,0.25138,3.46907,0.45248,0.0,0.30668,0.06047,4.58727,0.03023,4.02414,16.05723,5.08744,3.5771,0.0,46.98354,4.57038,8.77513
2021-08-28,0.0,0.0,0.0,0,2.85714,3.46938,4.38775,12.00686,2.22984,0.0,0.40221,4.97737,0.25138,0.0,0.07775,0.03887,4.96738,0.09502,6.03621,13.83147,4.21303,2.06677,0.0,41.86471,6.76416,6.58135
2021-08-29,0.0,5.95238,0.0,0,2.34693,4.38775,3.46938,12.86449,1.37221,0.0,0.25138,4.2735,0.45248,0.0,0.04319,0.03887,5.41229,0.13822,5.43259,18.44197,3.89507,1.43084,0.39745,45.70383,8.59232,8.4095
2021-08-30,0.0,8.33333,0.0,0,4.08163,5.10204,2.55102,100.0,2.74442,0.0,0.55304,3.82101,0.65359,0.0,0.33259,0.04751,5.88311,0.10366,6.23742,16.05723,4.21303,2.46422,0.0,45.52102,6.58135,10.23765
2021-08-31,0.0,0.0,0.0,0,1.32653,2.44897,3.46938,24.69982,3.77358,0.0,0.80442,4.97737,0.70387,0.0,0.19869,0.09502,5.39501,0.07775,3.42052,16.45468,3.33863,2.06677,0.0,50.82266,4.38756,8.77513
2021-09-01,0.0,5.95238,0.0,0,3.46938,3.16326,2.95918,18.35334,3.08747,0.0,1.7094,5.1282,0.35193,0.0,0.12526,0.10366,14.15057,0.1339,6.63983,19.31637,3.73608,2.46422,0.47694,42.41316,6.39853,8.77513
2021-09-02,0.0,5.95238,0.0,0,2.55102,4.38775,3.2653,26.92967,3.08747,0.0,4.52488,5.02765,0.0,0.0,0.76886,0.07343,7.15303,0.12526,9.05432,17.09062,2.78219,3.17965,0.0,51.73674,7.49542,14.80804
2021-09-03,0.0,0.0,0.0,0,3.2653,4.59183,4.48979,13.89365,5.48885,0.0,14.63046,6.73705,0.60331,0.0,0.64792,0.1339,5.51596,0.12958,7.64587,16.37519,2.46422,2.7027,0.55643,55.21023,4.57038,10.96892
2021-09-04,0.0,0.0,0.0,0,2.44897,3.87755,6.83673,12.34991,3.60205,0.0,5.37958,3.77073,0.0,0.0,0.50105,0.06911,5.29566,0.09502,8.04828,16.69316,3.73608,2.06677,1.11287,49.36014,6.39853,11.33455
2021-09-05,0.0,0.0,0.0,0,3.57142,3.57142,3.57142,7.20411,1.54373,0.0,4.67571,4.12267,0.35193,0.0,0.40602,0.0907,5.35182,0.10798,10.66398,17.09062,4.05405,2.30524,0.39745,57.40402,5.11882,13.1627
2021-09-06,0.0,0.0,0.0,0,2.44897,7.7551,2.44897,6.51801,2.57289,0.0,4.02212,4.02212,0.40221,0.0,0.47946,0.12094,5.64554,0.16413,13.07847,18.60095,2.38473,2.62321,0.0,55.75868,6.94698,14.25959
2021-09-07,0.0,0.0,9.5238,0,2.55102,4.38775,3.46938,7.37564,1.02915,0.0,3.31825,4.57516,0.40221,0.0,0.41034,0.06047,4.96738,0.12526,13.68209,20.03179,3.81558,3.49761,0.47694,58.13528,7.67824,10.42047
2021-09-08,0.0,0.0,0.0,0,2.95918,4.59183,3.36734,7.37564,1.37221,0.0,2.81548,4.32378,0.35193,0.0,0.51401,0.10366,6.7686,0.19869,11.87122,15.73926,2.94117,2.30524,0.39745,53.38208,5.11882,13.52833
2021-09-09,5.95238,0.0,0.0,0,1.63265,3.36734,6.12244,7.54716,0.85763,0.0,3.72046,4.17295,0.30165,0.0,0.99347,0.08638,5.90471,0.17277,11.2676,19.71383,3.02066,3.17965,0.79491,53.93053,6.39853,9.32358
2021-09-10,0.0,0.0,0.0,0,1.93877,2.44897,3.87755,4.11663,2.22984,0.0,1.40774,3.87129,0.65359,0.0,0.85093,0.12094,6.79452,0.08206,10.06036,15.50079,3.10015,2.30524,0.47694,51.37111,5.11882,9.50639
2021-09-11,0.0,0.0,0.0,0,2.95918,3.16326,4.89795,3.94511,2.74442,0.0,1.65912,5.37958,0.0,0.0,0.61768,0.10798,7.00185,0.15982,10.66398,16.13672,4.68998,2.7027,0.47694,56.67276,4.57038,15.35648
2021-09-12,0.0,5.95238,0.0,0,2.14285,4.48979,3.06122,3.77358,1.37221,0.0,2.91603,4.47461,0.95525,0.0,0.61768,0.14686,7.99533,0.21165,16.9014,20.58823,5.08744,1.82829,1.82829,64.16819,5.85009,17.73308
2021-09-13,9.5238,7.14285,0.0,0,2.24489,5.20408,3.97959,3.259,1.20068,0.0,2.71493,4.07239,0.95525,0.0,0.61768,0.09502,8.0774,0.23757,10.46277,20.42925,4.37201,2.22575,0.79491,59.23217,4.75319,11.33455
2021-09-14,13.09523,0.0,0.0,0,1.22448,2.7551,3.87755,6.86106,6.17495,0.0,2.51382,4.07239,0.80442,0.0,0.58312,0.07775,6.69085,0.22893,13.07847,19.63434,3.33863,2.22575,0.39745,60.14625,6.94698,11.51736
2021-09-15,0.0,0.0,0.0,0,3.87755,4.89795,6.73469,8.06174,7.20411,0.0,2.26244,3.4188,1.35746,0.0,0.5788,0.09934,6.66493,0.32396,11.2676,18.124,4.05405,2.46422,0.55643,48.62888,4.20475,7.67824
2021-09-16,0.0,0.0,0.0,0,3.57142,2.7551,4.59183,7.37564,5.66037,0.0,2.86576,4.42433,1.55857,0.0,0.45786,0.21165,6.12068,0.36283,14.0845,15.10333,4.37201,2.7027,0.0,42.41316,5.11882,6.58135
2021-09-17,0.0,0.0,0.0,0,3.36734,4.18367,4.89795,4.28816,4.45969,0.0,2.51382,3.51935,1.15635,0.0,1.07554,0.15118,6.37985,0.22893,11.2676,14.4674,2.86168,3.41812,0.0,43.51005,4.20475,8.95795
2021-09-18,0.0,0.0,0.0,0,2.65306,4.18367,3.46938,3.60205,5.8319,0.0,2.26244,3.16742,1.10608,0.0,1.17057,0.18141,7.21783,0.17277,9.45674,17.09062,10.33386,2.62321,0.79491,48.26325,12.43144,4.02193
2021-09-19,0.0,0.0,0.0,0,4.08163,4.79591,5.30612,1.88679,6.86106,0.0,2.01106,3.06686,1.00553,0.0,0.82069,0.14686,6.84203,0.19869,11.67002,21.14467,18.44197,2.94117,0.55643,56.12431,12.24862,11.33455
2021-09-20,0.0,0.0,0.0,0,2.65306,4.59183,4.79591,2.57289,3.08747,0.0,1.20663,3.46907,1.00553,0.0,0.69111,0.12526,6.28482,0.16845,6.63983,15.50079,6.51828,2.14626,0.0,43.51005,5.48446,8.59232
2021-09-21,0.0,0.0,0.0,0,3.87755,3.77551,5.0,3.43053,3.43053,0.0,1.80995,5.1282,0.70387,0.0,0.74726,0.25052,7.21783,0.1555,7.84708,16.93163,6.04133,1.43084,1.03338,47.7148,9.50639,10.96892
2021-09-22,0.0,0.0,0.0,0,3.06122,5.0,5.71428,2.40137,4.11663,0.0,1.80995,4.77626,1.75967,0.0,1.03667,0.24189,8.51367,0.18141,9.45674,20.50874,6.91573,2.30524,0.79491,63.43692,10.42047,13.1627
2021-09-23,5.95238,0.0,0.0,0,2.04081,4.89795,6.83673,1.54373,6.86106,0.0,1.65912,3.97184,1.10608,0.0,0.81637,0.14254,7.30422,0.17709,8.04828,21.06518,4.61049,3.25914,0.79491,57.95246,6.58135,9.32358
2021-09-24,0.0,0.0,0.0,0,2.24489,5.0,4.28571,2.05831,4.28816,0.0,2.11161,2.91603,0.65359,0.0,0.86389,0.14686,6.26322,0.15982,6.63983,17.17011,5.16693,1.90779,0.63593,49.90859,8.04387,13.34552
2021-09-25,0.0,0.0,0.0,0,1.73469,4.79591,3.87755,1.02915,1.54373,0.0,2.51382,3.46907,1.30718,0.0,2.07334,0.08206,6.7686,0.17709,8.24949,18.04451,3.41812,2.54372,2.14626,50.82266,6.76416,13.34552
2021-09-26,0.0,5.95238,0.0,0,2.34693,2.7551,7.14285,2.74442,1.71526,0.0,1.75967,3.72046,1.20663,0.0,1.4211,0.18573,7.61954,0.20301,7.04225,18.04451,4.84896,3.02066,0.39745,64.351,9.50639,9.87202
2021-09-27,0.0,0.0,0.0,0,2.7551,3.87755,5.91836,3.08747,3.259,0.0,1.86023,4.37405,1.10608,0.0,1.73642,0.12958,6.95866,0.20301,6.03621,15.73926,4.76947,3.17965,0.55643,54.47897,7.31261,13.89396
2021-09-28,0.0,0.0,0.0,0,2.34693,3.77551,5.5102,3.60205,2.57289,0.0,1.40774,4.32378,1.0558,0.0,1.38222,0.18573,6.81612,0.1123,5.83501,16.93163,4.61049,4.84896,0.47694,47.34917,7.31261,12.43144
2021-09-29,0.0,5.95238,0.0,0,1.63265,3.67346,4.28571,3.08747,1.88679,0.0,1.50829,4.37405,0.60331,0.0,1.34335,0.18141,7.68001,0.12526,6.23742,13.593,4.61049,3.97456,0.0,51.91956,8.04387,14.25959
2021-09-30,0.0,0.0,0.0,0,2.24489,3.36734,6.12244,4.63121,0.0,0.0,2.31271,1.96078,1.65912,0.0,1.20513,0.11662,7.15303,0.19005,6.03621,14.22893,5.32591,2.14626,0.79491,54.66179,8.22669,11.88299
2021-10-01,0.0,5.95238,0.0,0,2.34693,2.65306,3.57142,4.80274,4.28816,0.0,1.50829,4.62543,0.8547,0.0,1.37791,0.21597,7.24806,0.15118,5.43259,20.27027,5.00794,2.94117,0.0,53.56489,8.77513,12.97989
2021-10-02,0.0,0.0,0.0,0,2.7551,2.65306,5.10204,3.60205,1.54373,0.0,1.50829,3.36852,0.80442,0.0,1.21808,0.19005,6.9241,0.11662,9.25553,19.31637,3.89507,2.62321,0.71542,49.54296,6.21572,10.60329
2021-10-03,0.0,0.0,0.0,0,2.44897,4.59183,5.30612,3.94511,1.54373,0.0,1.0558,4.12267,1.20663,0.0,1.38222,0.19869,6.83771,0.17277,7.24346,17.64705,4.13354,2.46422,0.71542,49.36014,7.31261,7.67824
2021-10-04,0.0,0.0,0.0,0,3.67346,3.2653,5.0,4.97427,5.31732,0.0,1.55857,4.2735,0.55304,0.0,2.4189,0.2894,7.12712,0.1555,5.6338,21.22416,3.81558,2.46422,0.79491,54.47897,6.39853,13.1627
2021-10-05,0.0,0.0,0.0,0,4.08163,3.87755,4.38775,4.80274,4.28816,0.0,0.80442,4.17295,1.20663,0.0,2.15109,0.25484,7.01049,0.19005,7.24346,40.54054,5.08744,3.25914,1.03338,57.95246,8.22669,15.17367
2021-10-06,0.0,0.0,0.0,0,4.38775,3.46938,6.83673,3.60205,5.8319,0.0,0.55304,4.32378,0.8547,0.0,2.31955,0.28508,6.86795,0.19005,10.06036,49.84101,5.88235,4.61049,1.11287,76.78244,9.14076,13.71115
2021-10-07,0.0,5.95238,0.0,0,3.46938,3.67346,4.59183,6.68953,4.80274,0.0,0.75414,4.47461,0.65359,0.0,3.23528,0.21165,7.14439,0.17277,5.23138,30.68362,6.20031,3.89507,0.79491,64.71663,10.96892,14.44241
2021-10-08,0.0,5.95238,0.0,0,7.95918,2.44897,5.91836,7.71869,4.11663,0.0,0.60331,3.46907,1.30718,0.08206,2.24612,0.12958,6.73836,0.19005,4.62776,24.96025,4.21303,3.89507,0.47694,56.48994,10.7861,12.79707
2021-10-09,0.0,8.33333,0.0,0,3.57142,2.34693,4.79591,3.259,2.22984,0.0,1.50829,4.02212,1.00553,0.0907,2.07766,0.08638,7.88302,0.23757,7.44466,24.00635,5.08744,1.51033,0.95389,55.21023,8.22669,10.60329
2021-10-10,0.0,0.0,0.0,0,4.48979,2.95918,6.63265,2.91595,1.37221,0.0,1.0558,3.72046,1.20663,0.19005,2.0647,0.09934,8.44455,0.19869,5.83501,24.24483,5.24642,2.14626,0.47694,58.13528,5.30164,11.51736
2021-10-11,0.0,0.0,0.0,0,1.83673,3.87755,5.40816,6.00343,5.14579,0.0,1.40774,3.72046,0.60331,0.16413,2.32819,0.19005,7.73184,0.18573,9.65794,27.66295,5.64387,2.38473,3.02066,67.27605,12.06581,10.7861
2021-10-12,0.0,0.0,0.0,0,2.7551,3.57142,3.67346,3.77358,4.97427,0.0,0.90497,3.72046,0.8547,0.10798,2.23316,0.16845,7.17463,0.16845,5.43259,24.64228,5.88235,2.22575,1.51033,55.02742,9.68921,13.89396
2021-10-13,7.14285,0.0,0.0,0,2.85714,6.32653,4.59183,3.43053,4.11663,0.0,0.90497,4.62543,0.75414,0.14254,2.34115,0.30668,7.77072,0.12094,7.24346,24.00635,4.61049,4.37201,1.51033,60.69469,9.32358,11.88299
2021-10-14,5.95238,5.95238,0.0,0,3.06122,3.97959,3.36734,3.43053,4.45969,0.0,0.70387,5.37958,0.60331,0.1339,2.56576,0.19869,7.66705,0.18573,5.6338,22.73449,4.21303,3.5771,1.19236,56.67276,8.77513,12.24862
2021-10-15,0.0,8.33333,0.0,0,2.24489,4.89795,4.69387,3.08747,3.259,0.0,1.00553,3.92156,0.25138,0.28508,2.0431,0.16413,6.82907,0.17709,4.62776,19.55484,2.94117,3.81558,0.79491,48.26325,7.31261,12.79707
2021-10-16,0.0,0.0,0.0,0,3.16326,4.89795,1.83673,3.08747,4.80274,0.0,0.90497,4.47461,0.35193,1.74506,2.89836,0.10366,6.81612,0.23757,3.42052,18.44197,4.45151,1.90779,1.35135,54.47897,11.51736,17.18464
2021-10-17,0.0,0.0,0.0,0,2.65306,3.97959,2.04081,3.60205,3.259,0.0,0.45248,3.26797,0.0,0.54857,2.5312,0.12958,7.15735,0.11662,3.0181,24.32432,3.73608,2.06677,1.27186,70.38391,8.04387,11.70018
2021-10-18,7.14285,0.0,0.0,0,2.85714,5.40816,3.57142,2.91595,2.05831,0.0,0.70387,3.72046,0.75414,0.45354,2.51824,0.09934,7.59794,0.1555,5.83501,17.2496,3.81558,2.46422,0.79491,56.85557,9.68921,11.15173
2021-10-19,0.0,17.85714,0.0,0,3.16326,2.95918,3.97959,3.43053,2.40137,0.0,2.01106,4.77626,0.35193,0.45786,2.77309,0.08638,6.66061,0.19437,5.03018,18.60095,5.96184,2.14626,2.38473,52.468,8.22669,13.34552
2021-10-20,0.0,17.85714,0.0,0,1.93877,3.67346,4.18367,5.48885,0.0,0.0,1.40774,4.12267,0.40221,0.40171,2.4189,0.1123,7.41652,0.09502,5.03018,20.34976,17.32909,2.62321,12.24165,63.25411,13.1627,16.27056
2021-10-21,0.0,0.0,0.0,0,1.93877,2.85714,3.36734,7.54716,1.71526,0.0,1.00553,3.82101,0.0,0.4233,2.2418,0.09502,7.09256,0.23325,3.62173,21.93958,27.66295,1.82829,12.7186,62.88848,14.25959,15.35648
2021-10-22,0.0,0.0,0.0,0,2.04081,3.16326,2.95918,5.31732,1.20068,0.0,1.00553,3.26797,0.65359,0.28508,3.03226,0.1339,6.63902,0.12526,5.6338,32.75039,52.30524,3.41812,32.27344,69.83546,12.43144,13.34552
2021-10-23,0.0,0.0,0.0,0,1.93877,3.2653,5.0,4.28816,1.37221,0.0,0.8547,4.37405,0.25138,0.2462,4.04734,0.14254,7.12712,0.15118,4.42655,21.93958,11.36724,2.78219,7.07472,63.80255,8.59232,12.97989
2021-10-24,0.0,8.33333,0.0,0,1.32653,3.2653,5.71428,2.40137,1.37221,0.0,0.75414,3.21769,0.50276,0.22893,3.79249,0.1555,7.55474,0.12526,8.04828,21.62162,9.45945,3.17965,5.32591,73.8574,10.7861,12.79707
2021-10-25,0.0,0.0,0.0,0,1.22448,2.7551,4.38775,8.06174,1.54373,0.0,0.65359,3.21769,0.35193,0.20733,4.151,0.12526,7.90462,0.21165,5.83501,23.52941,9.14149,5.00794,3.49761,70.93235,10.05484,11.88299
2021-10-26,5.95238,0.0,0.0,0,1.93877,3.77551,6.53061,16.63807,3.08747,0.0,0.50276,5.48014,0.35193,0.16413,4.29355,0.25052,8.74692,0.23757,8.4507,18.52146,6.59777,4.05405,2.62321,64.53382,9.68921,13.71115
2021-10-27,0.0,5.95238,0.0,0,3.06122,3.2653,3.67346,9.77701,5.31732,0.0,0.65359,5.88235,0.35193,0.2462,3.22232,0.1555,9.12703,0.41466,6.63983,21.30365,8.42607,3.17965,3.41812,72.21206,8.77513,16.63619
2021-10-28,0.0,11.90476,0.0,0,1.73469,2.44897,2.65306,8.74785,2.74442,0.0,0.60331,4.67571,0.0,0.25052,2.7515,0.08206,8.76851,0.18141,5.03018,18.04451,7.71065,2.86168,2.7027,70.56672,7.31261,15.17367
2021-10-29,0.0,0.0,0.0,0,2.04081,1.93877,3.97959,7.54716,3.60205,0.0,0.45248,5.53041,0.0,0.18573,2.69966,0.0907,7.59794,0.22461,4.82897,18.91891,5.48489,1.82829,3.41812,63.07129,5.66727,8.59232
2021-10-30,0.0,0.0,0.0,0,1.22448,3.2653,2.95918,6.00343,1.88679,0.0,0.40221,3.92156,0.25138,0.16413,2.63487,0.0907,7.58066,0.18573,6.23742,15.97774,5.80286,2.06677,3.5771,68.73857,8.4095,10.05484
2021-10-31,0.0,0.0,0.0,0,1.73469,4.08163,3.16326,8.4048,1.71526,0.0,0.40221,5.37958,0.25138,0.13822,2.77741,0.0907,7.84415,0.25052,4.62776,17.96502,5.00794,2.38473,4.531,67.27605,7.67824,7.67824
2021-11-01,0.0,5.95238,0.0,0,1.83673,2.55102,5.0,6.34648,6.34648,0.0,0.55304,4.52488,0.0,0.2462,3.06682,0.11662,7.46404,0.09934,4.22535,18.04451,7.55166,3.73608,3.89507,68.73857,6.0329,12.79707
2021-11-02,0.0,5.95238,0.0,0,1.53061,2.95918,5.40816,6.34648,4.63121,0.0,0.95525,5.22875,0.25138,0.22461,3.25687,0.12094,9.61945,0.06479,3.42052,16.2957,4.92845,1.98728,3.10015,67.82449,8.59232,13.52833
2021-11-03,0.0,9.5238,0.0,0,1.93877,4.28571,5.20408,5.14579,2.57289,0.0,0.90497,4.37405,0.0,0.1339,2.80333,0.08638,8.81171,0.0907,4.02414,15.58028,4.76947,4.37201,2.86168,79.52468,6.39853,16.45338
2021-11-04,0.0,0.0,0.0,0,3.16326,3.46938,5.10204,6.34648,2.05831,0.0,0.35193,3.82101,0.0,0.22893,2.76877,0.0907,9.0536,0.12526,3.0181,17.96502,5.16693,2.78219,2.14626,78.24497,8.22669,10.96892
2021-11-05,0.0,0.0,0.0,0,1.73469,2.55102,5.40816,4.28816,1.37221,0.0,0.70387,3.4188,0.0,0.22461,2.51393,0.04751,7.98237,0.06911,4.22535,18.60095,4.84896,2.78219,3.02066,61.24314,5.85009,9.87202
2021-11-06,0.0,5.95238,0.0,0,1.32653,1.12244,3.87755,3.259,0.85763,0.0,0.25138,3.77073,0.0,0.1555,3.84864,0.09934,13.63224,0.08206,3.62173,17.17011,3.25914,3.33863,2.62321,61.79159,7.31261,14.62522
2021-11-07,0.0,0.0,0.0,0,0.91836,1.93877,4.69387,4.11663,1.02915,0.0,0.65359,13.57466,0.0,0.19869,5.04081,0.1339,36.78026,0.09934,8.24949,19.55484,5.96184,1.90779,2.54372,72.94332,6.21572,11.51736
2021-11-08,0.0,7.14285,0.0,0,1.83673,1.42857,3.57142,4.80274,0.0,0.0,0.80442,6.23428,0.0,0.15982,6.00837,0.17277,28.81085,0.08206,5.03018,24.00635,4.531,3.10015,3.33863,68.19012,7.67824,17.00182
2021-11-09,0.0,0.0,0.0,0,2.24489,0.81632,4.28571,3.60205,1.20068,0.0,0.45248,5.07792,0.0,0.18141,4.95011,0.12526,16.83296,0.0907,5.83501,18.44197,5.72337,2.62321,2.22575,67.64168,5.66727,20.2925
2021-11-10,0.0,0.0,0.0,0,1.63265,3.16326,4.18367,2.74442,1.02915,0.0,0.8547,4.12267,0.0,0.18141,4.80324,0.07775,9.29117,0.1123,6.23742,20.9062,5.48489,2.7027,2.78219,57.2212,2.74223,12.61425
2021-11-11,0.0,0.0,0.0,0,2.14285,1.12244,4.69387,3.08747,1.02915,0.0,0.65359,4.47461,0.0,0.14686,4.6823,0.11662,8.42728,0.09934,4.42655,18.44197,4.29252,2.78219,1.11287,65.44789,6.39853,12.61425
2021-11-12,0.0,0.0,0.0,0,2.24489,1.0204,3.67346,4.11663,2.74442,0.0,0.60331,5.1282,0.0,0.22029,3.79681,0.06479,8.86786,0.1339,4.42655,18.04451,5.00794,2.78219,2.46422,62.88848,4.57038,10.7861
2021-11-13,0.0,0.0,0.0,0,2.44897,1.93877,6.32653,4.63121,1.71526,0.0,0.55304,3.92156,0.0,0.1339,3.54196,0.09934,8.71668,0.10366,4.22535,21.62162,4.68998,2.38473,1.27186,66.54478,6.21572,10.60329
